fn,lon,lat
patch_21010.tif,23.352845213377854,38.00808860390416
patch_21622.tif,23.495119682303933,39.57664786100516
patch_21845.tif,21.26611085410396,40.27131285627594
patch_22019.tif,24.146793518374754,38.77033584628952
patch_22738.tif,25.85031659175803,41.23619741657012
patch_22987.tif,26.52257242801837,41.536666641377394
patch_23049.tif,25.264354341809415,36.57406002615023
patch_23683.tif,25.169589724515042,36.69685031312474
patch_23825.tif,22.64192397518363,37.76773889050224
patch_23873.tif,26.199160312019785,41.21284960989456
patch_24064.tif,23.80755495669045,37.56193879602791
patch_24189.tif,22.18946490478187,37.531268377748255
patch_24283.tif,19.93956042588481,39.46291110319736
patch_24385.tif,23.82460962724125,41.15351231792386
patch_24711.tif,27.143022040068278,37.36176507256658
patch_24750.tif,25.277056499550472,38.84858948649266
patch_25203.tif,24.369706696347112,40.02741721044
patch_25592.tif,26.030204922965257,35.96521514220229
patch_26109.tif,20.25534214327049,38.12868545342882
patch_26620.tif,23.54961978065813,37.08095875160436
patch_26667.tif,20.829966041537237,37.57138815971374
patch_26751.tif,21.265838371717045,38.921013058577934
patch_27032.tif,28.229334412904986,36.337864192512356
patch_27304.tif,24.08558863527624,37.131842673667826
patch_27864.tif,23.04786881682442,36.21252444147847
patch_27928.tif,24.459960328356907,41.463936260088865
patch_27967.tif,24.14538829148501,36.94180934200105
patch_28115.tif,25.760401018263423,36.89052123509075
patch_28309.tif,24.580451967091708,40.105249667194926
patch_29948.tif,23.724528081671703,37.60471087733313
patch_30008.tif,20.015035659018864,38.42648057318297
patch_30643.tif,25.863357040115535,38.89181259791299
patch_30930.tif,21.550233420902185,36.1219516035029
patch_31095.tif,24.360485930412747,36.52367092054755
patch_31100.tif,23.62699210576288,37.589043645451845
patch_31838.tif,22.79429952789517,39.54156717289359
patch_32233.tif,24.153621184977187,34.7236294169354
patch_32721.tif,22.001555103289167,38.45815196217169
patch_32804.tif,26.61969418743927,36.187073486937045
patch_32840.tif,24.502832469122744,35.147676603947005
patch_32940.tif,23.860736644284366,37.884479044416935
patch_33334.tif,25.000180493021873,35.7380151702383
patch_33488.tif,27.426338365232034,36.389765650910206
patch_33638.tif,22.346896383672643,39.81935064172603
patch_34207.tif,27.14011693424083,36.14657422224936
patch_34441.tif,24.08162022820752,39.80883029056507
patch_34502.tif,23.67037306370251,36.43709608103306
patch_34831.tif,20.935663765302216,38.69276244248575
patch_35114.tif,21.922477810235858,41.00619881493295
patch_35866.tif,23.47495208664858,36.35262382475381
patch_36203.tif,23.850912938239222,34.96979765150983
patch_36632.tif,24.513810471900836,38.4669531701757
patch_37104.tif,20.937292022118527,39.713984524616855
patch_37478.tif,23.810135052778374,38.59576117678743
patch_37742.tif,23.164531302919315,39.051083275274735
patch_37764.tif,25.318846586187853,40.838551411521756
patch_37881.tif,26.11745293720442,38.96925358666889
patch_38221.tif,24.07137599280504,40.973664527176226
patch_38252.tif,24.436070911900323,35.2744616721842
patch_38788.tif,27.20213378478902,36.18588411470269
patch_38806.tif,21.415953899570574,40.46258684016472
patch_38866.tif,29.44479357441566,36.118093356038045
patch_39426.tif,25.328921782714517,35.102838406229424
patch_39731.tif,26.061930261993716,38.65315154642715
patch_39783.tif,24.470341857779562,35.32818619537449
patch_39923.tif,23.948937874740942,41.16246250221012
patch_40086.tif,23.403043395200616,39.711470318145444
patch_40691.tif,24.565189407096348,36.40527339115822
patch_40767.tif,24.12473976891386,41.49854884153353
patch_41092.tif,24.54386952331782,35.00536575456914
patch_41309.tif,27.56686166707288,36.06994385140599
patch_41330.tif,24.895966450494967,36.76100748945458
patch_41387.tif,21.64029914753983,40.79722719911545
patch_42010.tif,24.574792772282002,40.606888795566014
patch_42219.tif,23.742218827037416,38.019820214149625
patch_42285.tif,25.97742574088252,36.1361601597373
patch_42693.tif,24.814512524211175,35.41017421498618
patch_42882.tif,22.861354264775944,37.8800099666919
patch_43221.tif,21.01894686559054,38.37402139045202
patch_43588.tif,23.66207947802103,38.9033899170903
patch_43615.tif,25.69828368710247,39.61029810188943
patch_44216.tif,26.610331527599346,35.12229729465404
patch_44386.tif,21.23372442181047,38.55421356485051
patch_45131.tif,21.244031775621227,40.60659029407176
patch_46249.tif,23.02324897790726,38.42468585604717
patch_46482.tif,22.756916225734056,36.30855590737772
patch_46522.tif,19.829718134337806,39.55961822687058
patch_46551.tif,24.445487643305142,35.001801544622914
patch_46801.tif,25.63286413214074,36.06123350478148
patch_47495.tif,23.69118633948585,36.14101816246425
patch_47658.tif,24.6254201091275,39.97925263179428
patch_47811.tif,23.67651698045947,40.571054451253154
patch_47864.tif,25.800715950980145,39.68888656128179
patch_48253.tif,23.681340791731063,35.000867354020684
patch_48681.tif,25.707873579370563,37.89772981592341
patch_49014.tif,24.4756151322779,35.427269882370304
patch_49245.tif,24.159064698944416,40.01924196015802
patch_49272.tif,23.700308645811365,38.749710859249696
patch_49289.tif,20.46392673524953,38.761662437887125
patch_50129.tif,24.157853507480528,35.422637919344645
patch_50488.tif,23.740929668237595,37.37928822956475
patch_50496.tif,24.187201874561605,41.175473315536955
patch_51312.tif,21.331620509747555,36.71785385568908
patch_51421.tif,26.802242331874467,35.50120406693874
patch_51495.tif,24.411738036761847,37.109229191111005
patch_51871.tif,24.79829838199933,36.394748655953514
patch_51954.tif,25.634860258225046,37.62580593587066
patch_52226.tif,21.561176303831036,37.02519886494885
patch_52396.tif,21.81426190989626,40.71514440421342
patch_52496.tif,24.27990890844068,37.5123276269442
patch_52767.tif,24.20291341306163,35.521295437847485
patch_53267.tif,22.243026594471267,40.18106743114835
patch_53315.tif,25.69561418841128,38.95980399749003
patch_53466.tif,25.01174616815025,35.36463175006704
patch_53911.tif,22.68122552553634,36.13909169958467
patch_54243.tif,26.572819124051726,38.79869841395948
patch_54410.tif,26.435356320677304,36.564625657467424
patch_54424.tif,22.83105147842946,39.64694630182433
patch_54714.tif,24.448197616906405,37.10578443358746
patch_54955.tif,24.131830916586495,40.07518551510232
patch_55047.tif,26.46447166341934,39.377578216613855
patch_55138.tif,23.636564591321367,37.55224503610969
patch_55328.tif,25.732084562617942,41.13001688520418
patch_56133.tif,22.218608177203752,36.52863461663211
patch_56154.tif,23.66732117171409,38.453931999149276
patch_56457.tif,22.465278935237208,36.04889529549038
patch_57308.tif,25.454065968924102,37.11127655667438
patch_57625.tif,21.022142627230746,37.58376695738317
patch_58366.tif,26.719151322245487,36.08520019620116
patch_58683.tif,21.981611456904368,37.31018673918019
patch_59359.tif,23.21416193949866,37.468465105562565
patch_59466.tif,23.020929838311353,40.775088175783736
patch_59534.tif,24.385472417212544,37.9313435148011
patch_59881.tif,26.902321682972172,35.534147253633414
patch_60543.tif,23.558835066258695,39.06163782931196
patch_61021.tif,22.9374598757118,38.60031762658098
patch_61146.tif,25.589442047508687,38.69094105318518
patch_61225.tif,25.313446475383575,38.80559866858835
patch_61243.tif,19.902707279017942,38.407639019731825
patch_62684.tif,23.874139587255385,36.7050569916282
patch_62843.tif,24.274022161057932,38.14648882483855
patch_63072.tif,24.692679554758314,37.8635503958802
patch_63550.tif,22.620151668145134,40.524318006701115
patch_63600.tif,25.121860218021045,36.38486347190989
patch_63723.tif,25.651684529067197,35.69190787624905
patch_63740.tif,21.011206881653603,40.82530812506863
patch_64363.tif,26.416879647814024,41.438448805044786
patch_64466.tif,21.55362779231151,38.33540500761922
patch_64914.tif,25.943813661215614,35.16647111273507
patch_65575.tif,24.14590528780675,40.49517736421139
patch_65633.tif,21.126805057260594,40.56065297456451
patch_65751.tif,25.544716431618763,35.508456761681536
patch_65779.tif,22.502483819894493,36.10811314690028
patch_65938.tif,19.52905686777512,39.150020563553866
patch_66507.tif,23.602029874427327,39.14015961956994
patch_66856.tif,25.913692462002942,41.31463842612929
patch_67149.tif,24.324347025750573,38.73802969772408
patch_67323.tif,24.776818634065382,34.76103750396941
patch_67514.tif,23.166760244534906,38.69550049225327
patch_68126.tif,23.7151776535793,36.97662229349377
patch_68412.tif,21.081001228922766,40.48573941890998
patch_68540.tif,23.235177133840896,38.89468885304755
patch_69432.tif,20.86262647352964,39.18130022374584
patch_69444.tif,22.47682857045275,35.85258542025717
patch_69545.tif,25.990700603662532,34.683646270467804
patch_70091.tif,25.91985742415874,37.586578217514266
patch_70112.tif,23.687013215765827,36.5651516530755
patch_70796.tif,27.04717971238049,35.1947815858182
patch_71204.tif,24.10200742480175,40.72477790642792
patch_71243.tif,24.08081697543772,39.88844013994244
patch_71390.tif,25.858386011065022,35.1508187234258
patch_71430.tif,25.41456574547457,35.951267757373465
patch_72035.tif,20.958892525779895,40.07655519828392
patch_72169.tif,23.510528942361855,35.7247426710385
patch_72868.tif,22.102996007316037,38.728940880270514
patch_73093.tif,25.629011693768,38.02868786005041
patch_73235.tif,23.9405951389304,40.55955980899864
patch_73309.tif,24.390083791585315,41.02518977353647
patch_73767.tif,23.383681220432102,38.76714271824206
patch_74118.tif,23.48204852302145,35.761568613147375
patch_74988.tif,20.681638088008945,38.35781913785367
patch_75203.tif,22.716236519872783,36.590836512829114
patch_75408.tif,24.849087095082076,36.16132082747239
patch_75573.tif,20.998445863044985,38.77532792995313
patch_75801.tif,26.121555207785345,35.60609297284195
patch_75902.tif,24.249945803229735,35.36321026399808
patch_76107.tif,21.875626916766326,40.95233536139233
patch_76236.tif,21.665624026362416,40.255920190959635
patch_76444.tif,24.093377612383215,36.892426453258565
patch_76501.tif,26.975538612978273,35.626333719599565
patch_76762.tif,26.310324408593257,37.48260632238431
patch_76802.tif,27.769261542092117,36.00841100232869
patch_77810.tif,22.192659977929903,38.5723423619383
patch_77879.tif,23.55879918519445,39.32922897950109
patch_78144.tif,24.0855855996998,37.45325993263926
patch_78166.tif,25.605380228407665,38.6458055128746
patch_78507.tif,25.89642171933484,39.70596348247238
patch_78860.tif,22.7102321762668,36.47563431685663
patch_79411.tif,24.44494325128498,40.06638989762081
patch_79572.tif,23.449356153370797,36.17550429888211
patch_79634.tif,24.430762768395287,39.872349978147405
patch_79678.tif,24.475684055889268,35.29079946282787
patch_79767.tif,26.09502361606797,39.405386559270816
patch_79777.tif,19.13902136571197,40.00107316186414
patch_79911.tif,20.954319711463658,38.46774143806034
patch_80929.tif,22.089836997455354,36.82330127718578
patch_81060.tif,24.667992976200704,37.46223186729962
patch_81150.tif,21.08214690394694,37.97221102754817
patch_81188.tif,22.043584308797204,36.14490404943699
patch_81690.tif,27.10495243748611,36.118030304498966
patch_82090.tif,24.34357271641532,36.979664552969055
patch_82948.tif,21.579756102646787,39.99024068542049
patch_82949.tif,22.180714973894965,41.02393044724708
patch_83188.tif,23.787492480807217,40.75703760160016
patch_83193.tif,24.79591529843452,38.60415782656352
patch_83242.tif,20.541058099727934,39.02800898474727
patch_83550.tif,24.819987435623524,37.85579454337851
patch_83762.tif,23.303368342296025,36.2506911341168
patch_84671.tif,22.81792828615842,35.46459024655063
patch_84881.tif,25.872136804355268,40.390085933879284
patch_84914.tif,26.311089510659727,35.85346629857282
patch_85428.tif,23.802963756094893,40.87978744321919
patch_85651.tif,25.647798270664165,36.8039309106805
patch_85789.tif,23.475337385672884,38.330406041383185
patch_87165.tif,22.833596216350077,38.746615626761944
patch_87243.tif,20.544902654360797,38.461008509946566
patch_87270.tif,22.740164959205224,37.267664013827684
patch_87395.tif,26.978634964410624,35.19325597556844
patch_87520.tif,21.90377664850601,38.23598763226305
patch_87865.tif,24.887471342664494,38.88390850551343
patch_88130.tif,21.31581537371897,37.79443903940467
patch_88251.tif,24.425615489213968,37.815945039669145
patch_88893.tif,23.253408715643598,38.178454094941884
patch_89348.tif,24.213617727241264,36.944433530481405
patch_90307.tif,23.299222023448884,35.08299408217561
patch_90745.tif,24.337860946450828,37.81523981129805
patch_91193.tif,25.803247811670133,37.505687600613186
patch_91362.tif,22.705793687368796,35.70603358611094
patch_92055.tif,24.046726364203476,35.507663863209075
patch_92609.tif,26.604624278364394,37.54795419324311
patch_92822.tif,22.234555972358702,37.4103897017766
patch_92846.tif,24.589516852732856,37.91446774206291
patch_93050.tif,22.84930201437822,37.6064121847079
patch_93070.tif,27.573655402456133,35.673117610445104
patch_93697.tif,24.01563893503509,39.17081337386682
patch_93763.tif,25.911796417570507,38.3513991466054
patch_94262.tif,26.21549116978742,35.471946602614516
patch_95475.tif,24.53774706245824,39.80193713002161
patch_95834.tif,23.41543144721111,40.60950993469823
patch_95889.tif,23.282417721501183,37.774733162393105
patch_95919.tif,25.24259960120979,35.122444086334426
patch_95933.tif,22.503432265406452,40.64192424093782
patch_96009.tif,23.37044071553958,39.061493576049486
patch_96033.tif,23.225609072993105,38.27765434449135
patch_96043.tif,19.49256487169692,39.80350094098819
patch_96192.tif,22.417823745695564,35.47247906974048
patch_96361.tif,20.43877936130994,37.57783803189111
patch_96413.tif,23.614638740131113,35.20721346548392
patch_96639.tif,25.30996251085743,38.792212304369464
patch_96771.tif,23.39886424272329,40.12757022984202
patch_97006.tif,25.481510109319128,39.822817331528555
patch_97125.tif,24.64205083156329,41.24869606302075
patch_97671.tif,24.133475494505724,36.43912281634445
patch_98034.tif,23.63654731681802,39.665230697792225
patch_98505.tif,23.413248187198306,39.90674613070897
patch_98634.tif,20.07028998904736,37.93855349049848
patch_98680.tif,22.030322144360206,37.406487441716784
patch_99417.tif,20.203638596169945,39.454927686346394
patch_99868.tif,23.876826516737793,35.35746262723024
